,chi2,p_value,dof,odds_ratio,unique_count
ENSG00000223907,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000113520,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000255523,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000131480,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000141977,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000268510,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000268066,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000155592,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000165633,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000163435,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000101187,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000165061,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000100065,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000205426,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000162433,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000146966,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000140939,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000238268,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000253686,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000179044,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000154736,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000186998,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000260135,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000165182,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000139044,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000118514,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000254101,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000225421,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000154764,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000131435,0.30304820415879014,0.9896165530911327,4,,5
ENSG00000213965,4.695263122720589,0.9896180447808878,14,,15
ENSG00000109756,23.728487318840575,0.9896584084943376,42,,43
ENSG00000079263,70.19958770614693,0.9896728892186655,100,,101
ENSG00000164323,10.900710167189832,0.9897025581964896,24,,25
ENSG00000113161,23.70856816961889,0.9897460800173294,42,,43
ENSG00000211698,1.658518666933814,0.9897526711279963,8,,9
ENSG00000198483,1.2490612186903745,0.9897530583523024,7,,8
ENSG00000174106,15.694403365210821,0.9897879735691321,31,,32
ENSG00000235531,26.704271624108575,0.989809168163339,46,,47
ENSG00000122490,16.39399372478709,0.9898314821284453,32,,33
ENSG00000110925,1.2454052965342386,0.9898436007209652,7,,8
ENSG00000225119,1.2453361395650342,0.9898453086608038,7,,8
ENSG00000130962,0.8764774299006663,0.9898646325221987,6,,7
ENSG00000012211,1.6513205174272367,0.9899012372159252,8,,9
ENSG00000250959,1.6513205174272367,0.9899012372159252,8,,9
ENSG00000264809,1.651320517427237,0.9899012372159252,8,,9
ENSG00000139287,2.56450071667463,0.9899020783530401,10,,11
ENSG00000148400,4.668593282723718,0.9899113791749865,14,,15
ENSG00000133624,5.819004840371725,0.9899353343071999,16,,17
ENSG00000136536,81.01880607315388,0.9899375124256736,113,,114
ENSG00000143862,8.264937369896609,0.9899647817334918,20,,21
ENSG00000095209,15.658093477646249,0.9899857544182252,31,,32
ENSG00000115524,173.2774758454106,0.9899909608182906,219,,220
ENSG00000165732,53.53584368530021,0.9900116981237026,80,,81
ENSG00000049192,15.648691748941989,0.9900364697609426,31,,32
ENSG00000073969,41.4245456636761,0.9900602973348365,65,,66
ENSG00000214102,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000226329,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000072954,0.5527719411669628,0.9900633725179558,5,,6
ENSG00000189366,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000100320,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000272970,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000198003,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000250603,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000119699,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000146205,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000204110,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000100197,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000100095,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000226803,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000146674,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000075618,0.5527719411669629,0.9900633725179558,5,,6
ENSG00000107362,3.5643439440993787,0.9900786883352884,12,,13
ENSG00000259673,1.235532051948379,0.9900856367621085,7,,8
ENSG00000175087,3.0469849943211855,0.990090257271968,11,,12
ENSG00000236537,0.8688460025441362,0.9900994239146663,6,,7
ENSG00000145348,41.40986240510698,0.9901065365360805,65,,66
ENSG00000103540,43.80201758151122,0.9901103065319182,68,,69
ENSG00000167874,6.996080715431069,0.9901593502143361,18,,19
ENSG00000178462,2.0740809852584436,0.9902411499566699,9,,10
ENSG00000159788,3.55022246983203,0.9902555600269102,12,,13
ENSG00000099365,4.083498023715416,0.9902703231012469,13,,14
ENSG00000147536,4.083498023715415,0.9902703231012469,13,,14
ENSG00000171681,108.19034679089029,0.9902910998330778,145,,146
ENSG00000266402,23.57032175736031,0.9903382326100675,42,,43
ENSG00000054793,31.145923194156893,0.9903629255243536,52,,53
ENSG00000198106,0.8599657062595198,0.9903686024345648,6,,7
ENSG00000167595,3.0257836198179984,0.9903807324295804,11,,12
ENSG00000175727,90.14204545454545,0.9903818811386691,124,,125
ENSG00000197619,5.179971489665004,0.9904898435715638,15,,16
ENSG00000206149,19.126403299297316,0.9905015319059145,36,,37
ENSG00000189091,82.43637356001487,0.9905281693021882,115,,116
ENSG00000224298,0.8545727136431787,0.9905299606145754,6,,7
ENSG00000184232,0.8545727136431787,0.9905299606145754,6,,7
ENSG00000124549,0.8545727136431785,0.9905299606145754,6,,7
ENSG00000142494,0.8545727136431785,0.9905299606145754,6,,7
ENSG00000205702,0.8545727136431788,0.9905299606145754,6,,7
ENSG00000128536,0.8545727136431785,0.9905299606145754,6,,7
ENSG00000256427,0.8545727136431784,0.9905299606145754,6,,7
ENSG00000169126,0.8545727136431787,0.9905299606145754,6,,7
ENSG00000235831,0.8545727136431785,0.9905299606145754,6,,7
ENSG00000112715,0.8545727136431787,0.9905299606145754,6,,7
ENSG00000232453,0.8545727136431785,0.9905299606145754,6,,7
ENSG00000197562,0.8545727136431785,0.9905299606145754,6,,7
ENSG00000115183,1.217003105590062,0.9905301210412617,7,,8
ENSG00000126821,1.2170031055900623,0.9905301210412617,7,,8
ENSG00000101190,1.2170031055900623,0.9905301210412617,7,,8
ENSG00000011478,1.2170031055900623,0.9905301210412617,7,,8
ENSG00000124875,1.2170031055900623,0.9905301210412617,7,,8
ENSG00000171223,0.5410452875705904,0.9905431892556134,5,,6
ENSG00000108474,6.9437907764330875,0.9905918323209028,18,,19
ENSG00000173465,16.241324443530324,0.9906209885594557,32,,33
ENSG00000006459,79.8330081753995,0.9906782279486084,112,,113
ENSG00000234152,2.0481332191458343,0.990683347607897,9,,10
ENSG00000220205,0.28624620496076064,0.9906846370803706,4,,5
ENSG00000223502,1.6116232120867673,0.9906955250670181,8,,9
ENSG00000233427,2.04599326232124,0.9907192043728362,9,,10
ENSG00000152022,3.000435344343332,0.9907201318389367,11,,12
ENSG00000158773,24.21488281302859,0.9907485477588525,43,,44
ENSG00000178904,34.12687099073414,0.9907566935248104,56,,57
ENSG00000134897,7.535980891959155,0.9907615080820168,19,,20
ENSG00000111788,1.6062801932367148,0.9907992218865915,8,,9
ENSG00000178567,0.8446768177092888,0.9908219028780377,6,,7
ENSG00000179152,26.443948164806486,0.9908295148739633,46,,47
ENSG00000107560,3.5018903591682413,0.99084395103273,12,,13
ENSG00000006125,186.90217391304347,0.9908564082552781,235,,236
ENSG00000255284,0.5328623884321153,0.9908705325593156,5,,6
ENSG00000004975,5.7167451058247405,0.9908766242767446,16,,17
ENSG00000130559,8.14076592656053,0.9908947711939667,20,,21
ENSG00000174227,27.17805951576053,0.990907613769785,47,,48
ENSG00000110395,53.19847020933978,0.9909082289934007,80,,81
ENSG00000144407,4.025589035470459,0.9909161314312682,13,,14
ENSG00000255465,2.497125836120401,0.9909175380354667,10,,11
ENSG00000253506,0.2818432053814363,0.9909559026530506,4,,5
ENSG00000124593,0.5305162748216619,0.9909632518085109,5,,6
ENSG00000135148,124.22856280193238,0.991014541864387,164,,165
ENSG00000161888,0.8368854788292129,0.9910479950393105,6,,7
ENSG00000266935,3.4845983950462154,0.9910481634033002,12,,13
ENSG00000124074,2.025501672240803,0.9910578753807708,9,,10
ENSG00000249502,2.025501672240803,0.9910578753807708,9,,10
ENSG00000230724,11.347107906258126,0.9910849266625331,25,,26
ENSG00000229671,4.555626598465473,0.9910873102287092,14,,15
ENSG00000154845,47.464204213018974,0.9911013945530889,73,,74
ENSG00000186496,2.96875,0.9911324502275535,11,,12
ENSG00000157353,4.00517375240951,0.9911362276248097,13,,14
ENSG00000258473,2.019907390619397,0.9911488676136909,9,,10
ENSG00000184226,12.669884108503036,0.9911959850255629,27,,28
ENSG00000101307,21.14878646795833,0.9911968425022659,39,,40
ENSG00000166411,56.338638716356115,0.991205416447094,84,,85
ENSG00000081177,6.266866566716642,0.9912055921904509,17,,18
ENSG00000187231,121.5036231884058,0.9912069080862,161,,162
ENSG00000196814,21.144875776397512,0.9912128517044206,39,,40
ENSG00000012779,90.56507803790413,0.9912148104072358,125,,126
ENSG00000186407,17.53296202468218,0.9912239836057147,34,,35
ENSG00000111845,41.03567761096534,0.9912266211198912,65,,66
ENSG00000185344,23.337673611111107,0.9912723425277329,42,,43
ENSG00000179583,19.675472643237327,0.9912734506755361,37,,38
ENSG00000108448,43.386328345567485,0.9913125699866312,68,,69
ENSG00000149503,2.467512688030194,0.9913407270919061,10,,11
ENSG00000260032,21.113059139993283,0.9913422299656555,39,,40
ENSG00000058262,44.17196028609072,0.9913425539565167,69,,70
ENSG00000156709,37.84061235148192,0.9913502748738932,61,,62
ENSG00000108106,4.5267896354852875,0.9913706649437906,14,,15
ENSG00000163590,25.54151275958341,0.9913865497269418,45,,46
ENSG00000143751,32.3826736395953,0.9913914995752524,54,,55
ENSG00000120833,13.307699644416399,0.9914170536104555,28,,29
ENSG00000100647,18.201416829879264,0.9914243288987699,35,,36
ENSG00000213398,1.1754597009795495,0.9914809993112905,7,,8
ENSG00000188004,1.1754597009795495,0.9914809993112905,7,,8
ENSG00000184083,1.1754597009795495,0.9914809993112905,7,,8
ENSG00000181027,6.828208859363177,0.9914967825211918,18,,19
ENSG00000011243,21.805435741124146,0.9914990050190652,40,,41
ENSG00000100796,48.91755058461107,0.991504425767732,75,,76
ENSG00000185267,0.5163043478260869,0.9915141210588025,5,,6
ENSG00000249846,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000172260,0.5163043478260869,0.9915141210588025,5,,6
ENSG00000152705,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000257285,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000143248,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000171970,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000259488,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000099985,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000124191,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000229642,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000176769,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000069188,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000225342,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000068781,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000261435,0.5163043478260868,0.9915141210588025,5,,6
ENSG00000184188,0.8203112162739493,0.991517973805815,6,,7
ENSG00000166949,9.95503134957344,0.9915512396812641,23,,24
ENSG00000157881,24.004985805257544,0.9915518786160663,43,,44
ENSG00000181619,1.171860048367173,0.9915604464451514,7,,8
ENSG00000130222,5.637214181121874,0.9915620857732829,16,,17
ENSG00000166762,1.5616090520313615,0.9916368545078179,8,,9
ENSG00000267225,1.5616090520313617,0.9916368545078179,8,,9
ENSG00000239665,1.5616090520313615,0.9916368545078179,8,,9
ENSG00000162073,0.8158396946564885,0.9916422189821454,6,,7
ENSG00000141582,0.8158396946564886,0.9916422189821454,6,,7
ENSG00000111696,0.8158396946564884,0.9916422189821454,6,,7
ENSG00000168748,0.8158396946564888,0.9916422189821454,6,,7
ENSG00000254219,0.8158396946564888,0.9916422189821454,6,,7
ENSG00000124466,0.8158396946564886,0.9916422189821454,6,,7
ENSG00000255800,0.8158396946564886,0.9916422189821454,6,,7
ENSG00000107443,0.8158396946564885,0.9916422189821454,6,,7
ENSG00000100068,0.8158396946564884,0.9916422189821454,6,,7
ENSG00000239219,5.052844131294037,0.9916694628145076,15,,16
ENSG00000126106,2.925861443284717,0.9916697932040598,11,,12
ENSG00000112290,69.30589103596351,0.9916862400055458,100,,101
ENSG00000196312,7.403803255465255,0.9917296651569746,19,,20
ENSG00000125741,0.5104205375944507,0.9917367637681644,5,,6
ENSG00000102531,46.415487692661614,0.9917421201991716,72,,73
ENSG00000115966,114.23711755233495,0.9917524541200358,153,,154
ENSG00000164509,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000258170,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000188234,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000253526,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000233631,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000140470,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000225173,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000236264,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000176771,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000263316,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000075073,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000133710,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000152268,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000244703,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000143199,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000157782,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000230910,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000187474,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000088882,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000262587,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000215386,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000187244,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000169884,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000249471,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000165917,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000178636,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000189280,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000227827,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000154269,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000259035,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000198870,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000227118,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000124343,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000075213,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000236853,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000225398,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000226661,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000188848,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000179840,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000242178,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000224063,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000205559,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000211656,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000111344,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000228989,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000147257,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000227061,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000162426,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000270432,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000130377,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000147596,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000264235,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000166359,0.2684037042850417,0.9917614617569567,4,,5
ENSG00000116819,0.2684037042850416,0.9917614617569567,4,,5
ENSG00000198231,29.196526601417897,0.9917900470309137,50,,51
ENSG00000112893,95.34420289855072,0.991797597385485,131,,132
ENSG00000128915,58.53274593763724,0.991802068180735,87,,88
ENSG00000066117,8.009654585228825,0.9918036934190347,20,,21
ENSG00000166136,0.5076660511443121,0.9918399030760983,5,,6
ENSG00000102024,60.9530247314154,0.9918850250259106,90,,91
ENSG00000204843,94.43588969404188,0.9918951373262724,130,,131
ENSG00000163453,9.254246487698584,0.991899647911281,22,,23
ENSG00000164631,2.4261735282801076,0.9919084270300257,10,,11
ENSG00000239556,2.905388701983008,0.9919180099633356,11,,12
ENSG00000214391,1.9708839038698618,0.9919197036988986,9,,10
ENSG00000177192,3.4064665442542674,0.9919304591086753,12,,13
ENSG00000151693,154.20289855072463,0.9919398833014613,199,,200
ENSG00000233927,154.20289855072463,0.9919398833014613,199,,200
ENSG00000239719,0.09900091080279162,0.9919570482142209,3,,4
ENSG00000160182,0.09886679000925068,0.99197306573933,3,,4
ENSG00000185686,0.09886679000925068,0.99197306573933,3,,4
ENSG00000249725,0.09886679000925068,0.99197306573933,3,,4
ENSG00000205364,0.09886679000925068,0.99197306573933,3,,4
ENSG00000225857,0.09886679000925068,0.99197306573933,3,,4
ENSG00000211678,0.09886679000925068,0.99197306573933,3,,4
ENSG00000170801,0.09886679000925068,0.99197306573933,3,,4
ENSG00000134240,0.09886679000925068,0.99197306573933,3,,4
ENSG00000224893,0.09886679000925068,0.99197306573933,3,,4
ENSG00000259172,0.09886679000925068,0.99197306573933,3,,4
ENSG00000139292,0.09886679000925068,0.99197306573933,3,,4
ENSG00000185565,0.09886679000925068,0.99197306573933,3,,4
ENSG00000219565,0.09886679000925068,0.99197306573933,3,,4
ENSG00000224957,0.09886679000925068,0.99197306573933,3,,4
ENSG00000131080,0.09886679000925068,0.99197306573933,3,,4
ENSG00000177432,0.09886679000925068,0.99197306573933,3,,4
ENSG00000196503,0.09886679000925068,0.99197306573933,3,,4
ENSG00000253414,0.09886679000925068,0.99197306573933,3,,4
ENSG00000253392,0.09886679000925068,0.99197306573933,3,,4
ENSG00000259962,0.09886679000925068,0.99197306573933,3,,4
ENSG00000188931,0.09886679000925068,0.99197306573933,3,,4
ENSG00000267308,0.09886679000925068,0.99197306573933,3,,4
ENSG00000263931,0.09886679000925068,0.99197306573933,3,,4
ENSG00000250659,0.09886679000925068,0.99197306573933,3,,4
ENSG00000187260,0.09886679000925068,0.99197306573933,3,,4
ENSG00000218350,0.09886679000925068,0.99197306573933,3,,4
ENSG00000197254,0.09886679000925068,0.99197306573933,3,,4
ENSG00000134962,0.09886679000925068,0.99197306573933,3,,4
ENSG00000170807,0.09886679000925068,0.99197306573933,3,,4
ENSG00000156885,0.09886679000925068,0.99197306573933,3,,4
ENSG00000147606,0.09886679000925068,0.99197306573933,3,,4
ENSG00000227502,0.09886679000925068,0.99197306573933,3,,4
ENSG00000237930,0.09886679000925068,0.99197306573933,3,,4
ENSG00000223518,0.09886679000925068,0.99197306573933,3,,4
ENSG00000171564,0.09886679000925068,0.99197306573933,3,,4
ENSG00000138079,0.09886679000925068,0.99197306573933,3,,4
ENSG00000100276,0.09886679000925068,0.99197306573933,3,,4
ENSG00000254699,0.09886679000925068,0.99197306573933,3,,4
ENSG00000254263,0.09886679000925068,0.99197306573933,3,,4
ENSG00000235949,0.09886679000925068,0.99197306573933,3,,4
ENSG00000214415,0.09886679000925068,0.99197306573933,3,,4
ENSG00000163285,0.09886679000925068,0.99197306573933,3,,4
ENSG00000163053,0.09886679000925068,0.99197306573933,3,,4
ENSG00000224794,0.09886679000925068,0.99197306573933,3,,4
ENSG00000260329,0.09886679000925068,0.99197306573933,3,,4
ENSG00000257681,0.09886679000925068,0.99197306573933,3,,4
ENSG00000225822,0.09886679000925068,0.99197306573933,3,,4
ENSG00000250777,0.09886679000925068,0.99197306573933,3,,4
ENSG00000182257,0.09886679000925068,0.99197306573933,3,,4
ENSG00000228561,0.09886679000925068,0.99197306573933,3,,4
ENSG00000228590,0.09886679000925068,0.99197306573933,3,,4
ENSG00000238525,0.09886679000925068,0.99197306573933,3,,4
ENSG00000171551,0.09886679000925068,0.99197306573933,3,,4
ENSG00000175879,0.09886679000925068,0.99197306573933,3,,4
ENSG00000229271,0.09886679000925068,0.99197306573933,3,,4
ENSG00000236985,0.09886679000925068,0.99197306573933,3,,4
ENSG00000126861,0.09886679000925068,0.99197306573933,3,,4
ENSG00000257657,0.09886679000925068,0.99197306573933,3,,4
ENSG00000101076,0.09886679000925068,0.99197306573933,3,,4
ENSG00000226393,0.09886679000925068,0.99197306573933,3,,4
ENSG00000226450,0.09886679000925068,0.99197306573933,3,,4
ENSG00000182271,0.09886679000925068,0.99197306573933,3,,4
ENSG00000250412,0.09886679000925068,0.99197306573933,3,,4
ENSG00000262772,0.09886679000925068,0.99197306573933,3,,4
ENSG00000262583,0.09886679000925068,0.99197306573933,3,,4
ENSG00000162631,0.09886679000925068,0.99197306573933,3,,4
ENSG00000112599,0.09886679000925068,0.99197306573933,3,,4
ENSG00000226309,0.09886679000925068,0.99197306573933,3,,4
ENSG00000103310,0.09886679000925068,0.99197306573933,3,,4
ENSG00000162630,0.09886679000925068,0.99197306573933,3,,4
ENSG00000259417,0.09886679000925068,0.99197306573933,3,,4
ENSG00000104941,0.09886679000925068,0.99197306573933,3,,4
ENSG00000225128,0.09886679000925068,0.99197306573933,3,,4
ENSG00000151790,0.09886679000925068,0.99197306573933,3,,4
ENSG00000131019,0.09886679000925068,0.99197306573933,3,,4
ENSG00000224479,0.09886679000925068,0.99197306573933,3,,4
ENSG00000224080,0.09886679000925068,0.99197306573933,3,,4
ENSG00000173947,0.09886679000925068,0.99197306573933,3,,4
ENSG00000263435,0.09886679000925068,0.99197306573933,3,,4
ENSG00000225217,0.09886679000925068,0.99197306573933,3,,4
ENSG00000225056,0.09886679000925068,0.99197306573933,3,,4
ENSG00000225612,0.09886679000925068,0.99197306573933,3,,4
ENSG00000261722,0.09886679000925068,0.99197306573933,3,,4
ENSG00000184617,0.09886679000925068,0.99197306573933,3,,4
ENSG00000186479,0.09886679000925068,0.99197306573933,3,,4
ENSG00000259582,0.09886679000925068,0.99197306573933,3,,4
ENSG00000167695,0.09886679000925068,0.99197306573933,3,,4
ENSG00000172986,0.09886679000925068,0.99197306573933,3,,4
ENSG00000267131,0.09886679000925068,0.99197306573933,3,,4
ENSG00000267127,0.09886679000925068,0.99197306573933,3,,4
ENSG00000253641,0.09886679000925068,0.99197306573933,3,,4
ENSG00000211858,0.09886679000925068,0.99197306573933,3,,4
ENSG00000101349,0.09886679000925068,0.99197306573933,3,,4
ENSG00000151033,0.09886679000925068,0.99197306573933,3,,4
ENSG00000213420,0.09886679000925068,0.99197306573933,3,,4
ENSG00000106541,0.09886679000925068,0.99197306573933,3,,4
ENSG00000106538,0.09886679000925068,0.99197306573933,3,,4
ENSG00000255477,0.09886679000925068,0.99197306573933,3,,4
ENSG00000070808,0.09886679000925068,0.99197306573933,3,,4
ENSG00000206532,0.09886679000925068,0.99197306573933,3,,4
ENSG00000124678,0.09886679000925068,0.99197306573933,3,,4
ENSG00000166206,0.09886679000925068,0.99197306573933,3,,4
ENSG00000259267,0.09886679000925068,0.99197306573933,3,,4
ENSG00000119608,0.09886679000925068,0.99197306573933,3,,4
ENSG00000144031,0.09886679000925068,0.99197306573933,3,,4
ENSG00000103269,0.09886679000925068,0.99197306573933,3,,4
ENSG00000261355,0.09886679000925068,0.99197306573933,3,,4
ENSG00000224546,0.09886679000925068,0.99197306573933,3,,4
ENSG00000064692,0.09886679000925068,0.99197306573933,3,,4
ENSG00000255310,0.09886679000925068,0.99197306573933,3,,4
ENSG00000216560,0.09886679000925068,0.99197306573933,3,,4
ENSG00000244701,0.09886679000925068,0.99197306573933,3,,4
ENSG00000187695,0.09886679000925068,0.99197306573933,3,,4
ENSG00000257043,0.09886679000925068,0.99197306573933,3,,4
ENSG00000101443,0.09886679000925068,0.99197306573933,3,,4
ENSG00000164400,0.09886679000925068,0.99197306573933,3,,4
ENSG00000066032,0.09886679000925068,0.99197306573933,3,,4
ENSG00000110375,0.09886679000925068,0.99197306573933,3,,4
ENSG00000151014,0.09886679000925068,0.99197306573933,3,,4
ENSG00000130368,0.09886679000925068,0.99197306573933,3,,4
ENSG00000266978,0.09886679000925068,0.99197306573933,3,,4
ENSG00000136274,0.09886679000925068,0.99197306573933,3,,4
ENSG00000235538,0.09886679000925068,0.99197306573933,3,,4
ENSG00000229703,0.09886679000925068,0.99197306573933,3,,4
ENSG00000237470,0.09886679000925068,0.99197306573933,3,,4
ENSG00000232591,0.09886679000925068,0.99197306573933,3,,4
ENSG00000204334,0.09886679000925068,0.99197306573933,3,,4
ENSG00000226197,0.09886679000925068,0.99197306573933,3,,4
ENSG00000223786,0.09886679000925068,0.99197306573933,3,,4
ENSG00000266173,0.09886679000925068,0.99197306573933,3,,4
ENSG00000160801,0.09886679000925068,0.99197306573933,3,,4
ENSG00000258027,0.09886679000925068,0.99197306573933,3,,4
ENSG00000259268,0.09886679000925068,0.99197306573933,3,,4
ENSG00000184012,0.09886679000925068,0.99197306573933,3,,4
ENSG00000225107,0.09886679000925068,0.99197306573933,3,,4
ENSG00000164197,0.09886679000925068,0.99197306573933,3,,4
ENSG00000151650,0.09886679000925068,0.99197306573933,3,,4
ENSG00000151572,0.09886679000925068,0.99197306573933,3,,4
ENSG00000175832,0.09886679000925068,0.99197306573933,3,,4
ENSG00000176054,0.09886679000925068,0.99197306573933,3,,4
ENSG00000166220,0.09886679000925068,0.99197306573933,3,,4
ENSG00000269290,0.09886679000925068,0.99197306573933,3,,4
ENSG00000235586,0.09886679000925068,0.99197306573933,3,,4
ENSG00000257222,0.09886679000925068,0.99197306573933,3,,4
ENSG00000257259,0.09886679000925068,0.99197306573933,3,,4
ENSG00000214783,0.09886679000925068,0.99197306573933,3,,4
ENSG00000178602,0.09886679000925068,0.99197306573933,3,,4
ENSG00000184408,0.09886679000925068,0.99197306573933,3,,4
ENSG00000251168,0.09886679000925068,0.99197306573933,3,,4
ENSG00000240086,0.09886679000925068,0.99197306573933,3,,4
ENSG00000118231,0.09886679000925068,0.99197306573933,3,,4
ENSG00000106780,7.364643150123052,0.9920010468620617,19,,20
ENSG00000222022,19.49663561076604,0.9920042372056013,37,,38
ENSG00000060237,69.97631268691052,0.9920086411977816,101,,102
ENSG00000109929,23.875982760253862,0.9920168733897523,43,,44
ENSG00000137628,57.61195151272291,0.9920304095789925,86,,87
ENSG00000058091,60.883257892528995,0.9920340809451896,90,,91
ENSG00000104368,1.1489476706868011,0.9920552601795761,7,,8
ENSG00000196313,7.350956790377705,0.9920942697932561,19,,20
ENSG00000152818,181.45229468599035,0.9921146009573703,230,,231
ENSG00000118689,15.225706546077609,0.9921164076147524,31,,32
ENSG00000183696,85.80691425120774,0.9921606069631682,120,,121
ENSG00000173273,18.736870724854064,0.9921706457648882,36,,37
