,chi2,p_value,dof,odds_ratio,unique_count
ENSG00000137145,178.72735507246378,0.99219036536925,227,,228
ENSG00000112742,18.720230205019444,0.9922363021240241,36,,37
ENSG00000177301,4.986591780349225,0.9922393263385938,15,,16
ENSG00000181631,9.834245119488752,0.992255619918156,23,,24
ENSG00000249992,0.4956205048711985,0.9922827748319764,5,,6
ENSG00000134575,32.85730745973688,0.992284757870926,55,,56
ENSG00000126464,1.5225432524881393,0.9923271073803247,8,,9
ENSG00000183208,1.1342434097911676,0.9923629775492482,7,,8
ENSG00000204131,3.8838416612589226,0.9923653683868462,13,,14
ENSG00000264278,9.17480966940197,0.9923703825373291,22,,23
ENSG00000166881,7.307692307692307,0.9923835001906783,19,,20
ENSG00000177425,27.493969810146275,0.9923947099857401,48,,49
ENSG00000172766,50.95623418449505,0.9924007644826108,78,,79
ENSG00000166886,1.5173025732031948,0.9924167541000951,8,,9
ENSG00000238120,1.5173025732031948,0.9924167541000951,8,,9
ENSG00000258512,1.5173025732031944,0.9924167541000951,8,,9
ENSG00000142552,1.5173025732031948,0.9924167541000951,8,,9
ENSG00000143458,11.104641131815042,0.9924203329154613,25,,26
ENSG00000018699,48.52832478511827,0.9924393058877434,75,,76
ENSG00000214013,61.50304807913504,0.992447855513692,91,,92
ENSG00000222011,2.8562524930195448,0.9924923461879918,11,,12
ENSG00000124198,74.69877806194941,0.9925175664668958,107,,108
ENSG00000105323,50.084253508166555,0.9925507361185534,77,,78
ENSG00000062194,140.5782004830918,0.9925642900491419,184,,185
ENSG00000111790,160.7427536231884,0.9925653830135839,207,,208
ENSG00000236021,2.374545106301475,0.9925805262538069,10,,11
ENSG00000197813,1.1212409420289853,0.9926287353680787,7,,8
ENSG00000226381,3.8548317624404573,0.9926397937273569,13,,14
ENSG00000140153,9.126636546739336,0.9926453120882687,22,,23
ENSG00000101425,38.143498673198636,0.9926615413895772,62,,63
ENSG00000254266,0.7774012233427012,0.9926659572184007,6,,7
ENSG00000131845,0.7774012233427012,0.9926659572184007,6,,7
ENSG00000170011,0.7774012233427012,0.9926659572184007,6,,7
ENSG00000204947,0.7774012233427013,0.9926659572184007,6,,7
ENSG00000174607,0.7774012233427011,0.9926659572184007,6,,7
ENSG00000237813,0.7774012233427013,0.9926659572184007,6,,7
ENSG00000138311,0.7774012233427012,0.9926659572184007,6,,7
ENSG00000174669,0.7774012233427011,0.9926659572184007,6,,7
ENSG00000257878,0.7774012233427012,0.9926659572184007,6,,7
ENSG00000134160,0.7774012233427013,0.9926659572184007,6,,7
ENSG00000170293,0.7774012233427012,0.9926659572184007,6,,7
ENSG00000188610,0.7774012233427012,0.9926659572184007,6,,7
ENSG00000230074,0.7774012233427011,0.9926659572184007,6,,7
ENSG00000253633,0.7774012233427013,0.9926659572184007,6,,7
ENSG00000246308,0.7774012233427011,0.9926659572184007,6,,7
ENSG00000135127,0.7774012233427013,0.9926659572184007,6,,7
ENSG00000240230,24.419097156868894,0.9926808171548586,44,,45
ENSG00000189292,2.838562784604828,0.9926918352515888,11,,12
ENSG00000108848,137.85326086956522,0.9927025202282256,181,,182
ENSG00000176974,15.782532303125544,0.9927047521275303,32,,33
ENSG00000130164,20.751105411431503,0.9927088328485374,39,,40
ENSG00000236254,0.09242485238862053,0.9927307113121451,3,,4
ENSG00000165028,58.90786749482402,0.9927315761435694,88,,89
ENSG00000147174,31.907608695652172,0.9927987804025288,54,,55
ENSG00000107669,159.6527777777778,0.9928137214600562,206,,207
ENSG00000249667,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000258026,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000167994,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000214353,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000198719,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000203724,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000132561,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000260927,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000121853,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000266389,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000253582,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000228124,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000053747,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000234911,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000136010,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000134716,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000232884,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000160207,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000258643,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000237980,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000224905,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000125945,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000229227,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000070404,0.4801058880154018,0.9928336335494006,5,,6
ENSG00000167799,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000177721,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000261645,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000137261,0.4801058880154019,0.9928336335494006,5,,6
ENSG00000102218,41.99640828716916,0.9928344379532112,67,,68
ENSG00000198105,8.464589038046261,0.9928381957333384,21,,22
ENSG00000111540,127.26492408557625,0.9929066373083748,169,,170
ENSG00000051825,63.71732312607138,0.9929267315249102,94,,95
ENSG00000101166,55.55359658960202,0.9929339807730728,84,,85
ENSG00000186017,3.822738252086078,0.9929349121530245,13,,14
ENSG00000139266,1.104674393731824,0.9929587832019671,7,,8
ENSG00000144028,94.61755233494365,0.992966446674299,131,,132
ENSG00000198408,99.70410628019324,0.992985899300437,137,,138
ENSG00000151348,32.60327071815949,0.9929866059984719,55,,56
ENSG00000173334,1.4807069391571495,0.9930236086273253,8,,9
ENSG00000110074,22.83893010155506,0.9930296029362307,42,,43
ENSG00000197841,7.8081459121873085,0.9930628305640132,20,,21
ENSG00000156017,7.19957729468599,0.99307083111828,19,,20
ENSG00000211937,2.3343668251513243,0.9930759190824487,10,,11
ENSG00000185222,56.28673510466989,0.993087937116551,85,,86
ENSG00000115568,4.876207729468599,0.9931236345855313,15,,16
ENSG00000175449,4.869768559597753,0.9931727803725077,15,,16
ENSG00000215481,1.0933503836317136,0.9931789138555431,7,,8
ENSG00000259772,1.0933503836317136,0.9931789138555431,7,,8
ENSG00000143322,1.0933503836317136,0.9931789138555431,7,,8
ENSG00000126262,1.0933503836317136,0.9931789138555431,7,,8
ENSG00000253214,1.0933503836317136,0.9931789138555431,7,,8
ENSG00000272622,1.0933503836317136,0.9931789138555431,7,,8
ENSG00000136425,1.882223445239406,0.9931959993200886,9,,10
ENSG00000130702,1.8822234452394058,0.9931959993200886,9,,10
ENSG00000135469,1.882223445239406,0.9931959993200886,9,,10
ENSG00000181264,1.882223445239406,0.9931959993200886,9,,10
ENSG00000254634,2.323369565217391,0.9932073801748794,10,,11
ENSG00000180917,2.323369565217391,0.9932073801748794,10,,11
ENSG00000181315,4.318181818181818,0.9932275814034918,14,,15
ENSG00000171105,4.3181818181818175,0.9932275814034918,14,,15
ENSG00000049656,54.59468866346943,0.9932294403446734,83,,84
ENSG00000109805,12.918461940201075,0.9932563905464755,28,,29
ENSG00000076356,43.37373232270065,0.9932905167546823,69,,70
ENSG00000083290,14.26063391068693,0.9932961778445922,30,,31
ENSG00000150760,24.95307522254986,0.9933151359267066,45,,46
ENSG00000139132,48.90344634230504,0.9933572446975871,76,,77
ENSG00000198339,0.23967751547212568,0.9933680400631432,4,,5
ENSG00000197147,72.53256556245685,0.9933840921248533,105,,106
ENSG00000188493,6.5513123716852295,0.9933959883220845,18,,19
ENSG00000145743,13.557614146888445,0.9933970835155334,29,,30
ENSG00000061936,29.40734302477029,0.9933974283320516,51,,52
ENSG00000147854,84.192911557042,0.9934158001306247,119,,120
ENSG00000053524,3.2593241294044915,0.9934197225232754,12,,13
ENSG00000206176,3.259324129404492,0.9934197225232754,12,,13
ENSG00000166436,3.259324129404492,0.9934197225232754,12,,13
ENSG00000146072,4.835105288370713,0.9934328365289999,15,,16
ENSG00000033100,2.3032910628019327,0.9934428812888013,10,,11
ENSG00000083807,4.289297658862876,0.9934591369756215,14,,15
ENSG00000146373,4.289297658862876,0.9934591369756215,14,,15
ENSG00000070214,124.22856280193238,0.9934623867621636,166,,167
ENSG00000128829,32.41864040010976,0.9934628803332824,55,,56
ENSG00000124406,101.06657608695653,0.9934662186858431,139,,140
ENSG00000167536,2.7639946505090207,0.9934915046935325,11,,12
ENSG00000139687,80.7592880147228,0.9935413446637721,115,,116
ENSG00000135801,1.0740322479452913,0.9935442857150476,7,,8
ENSG00000164741,11.524970380210387,0.9935468492592627,26,,27
ENSG00000143924,52.01206559515917,0.9935483429000368,80,,81
ENSG00000225157,0.7397155459537311,0.9935935204011501,6,,7
ENSG00000184465,4.812145112152757,0.9936009539931474,15,,16
ENSG00000143373,1.8515247584541061,0.9936037284293765,9,,10
ENSG00000198932,0.7392539525691704,0.9936044202623717,6,,7
ENSG00000272529,0.7392539525691703,0.9936044202623717,6,,7
ENSG00000115107,0.7392539525691701,0.9936044202623717,6,,7
ENSG00000196123,0.7392539525691703,0.9936044202623717,6,,7
ENSG00000259641,0.7392539525691703,0.9936044202623717,6,,7
ENSG00000253620,0.7392539525691703,0.9936044202623717,6,,7
ENSG00000165175,2.287858389737003,0.993619962032829,10,,11
ENSG00000168036,64.9576914098973,0.9936374505871558,96,,97
ENSG00000203963,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000246528,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000104808,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000072195,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000102904,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000142156,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000118137,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000015520,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000162755,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000166126,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000114631,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000258807,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000132518,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000189369,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000270723,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000133488,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000260265,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000265787,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000165966,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000268336,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000248175,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000164542,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000165935,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000136999,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000237035,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000132692,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000237647,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000260971,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000185519,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000232628,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000237883,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000130822,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000080031,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000165269,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000101049,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000151067,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000224933,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000157828,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000198910,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000102385,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000092054,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000215018,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000236565,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000101892,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000165617,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000180116,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000257924,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000241669,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000197181,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000175262,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000135540,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000168589,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000133101,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000196381,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000163746,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000109956,0.23400844541757898,0.9936662212507992,4,,5
ENSG00000115009,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000130720,0.23400844541757904,0.9936662212507992,4,,5
ENSG00000006074,2.7458751227932816,0.9936759653522396,11,,12
ENSG00000179165,1.844759342464657,0.9936912813837446,9,,10
ENSG00000087053,192.35205314009661,0.9937224855760076,244,,245
ENSG00000106263,44.72284696441722,0.9937754376563557,71,,72
ENSG00000259471,3.2187518295934465,0.9937926451171961,12,,13
ENSG00000196141,23.31290143280633,0.9938094459761558,43,,44
ENSG00000223393,1.835266715381805,0.9938127399354162,9,,10
ENSG00000205464,1.8352667153818052,0.9938127399354162,9,,10
ENSG00000112378,1.4297658862876255,0.9938136407417488,8,,9
ENSG00000011590,1.4297658862876255,0.9938136407417488,8,,9
ENSG00000173905,40.76673854527115,0.9938253686172106,66,,67
ENSG00000145919,1.428324953169674,0.9938350793929172,8,,9
ENSG00000154001,34.555092150200856,0.9938472466038792,58,,59
ENSG00000176890,4.238810771068835,0.9938496788127089,14,,15
ENSG00000151532,25.49509522391446,0.993871579254982,46,,47
ENSG00000077044,156.92783816425123,0.9938739305775075,204,,205
ENSG00000188820,7.057726378089468,0.993899047218801,19,,20
ENSG00000241220,1.0527768342391302,0.9939316586001311,7,,8
ENSG00000231165,1.0527768342391304,0.9939316586001311,7,,8
ENSG00000158023,1.0527768342391304,0.9939316586001311,7,,8
ENSG00000136026,1.0527768342391304,0.9939316586001311,7,,8
ENSG00000109321,1.0527768342391306,0.9939316586001311,7,,8
ENSG00000256948,1.0527768342391304,0.9939316586001311,7,,8
ENSG00000091262,1.0527768342391302,0.9939316586001311,7,,8
ENSG00000180902,1.0527768342391304,0.9939316586001311,7,,8
ENSG00000140181,27.699981351236143,0.9939347233082934,49,,50
ENSG00000106415,28.439326788851233,0.9939566315775525,50,,51
ENSG00000107819,110.05887681159419,0.9939709125970427,150,,151
ENSG00000196233,116.05374396135267,0.9939733986935445,157,,158
ENSG00000100027,1.8195827070157033,0.9940098914306241,9,,10
ENSG00000163946,43.813648421325055,0.9940150376372575,70,,71
ENSG00000108774,6.446480229881498,0.9940229947833861,18,,19
ENSG00000267453,0.44417359335038364,0.9940251318594189,5,,6
ENSG00000186862,0.44417359335038364,0.9940251318594189,5,,6
ENSG00000180481,0.44417359335038353,0.994025131859419,5,,6
ENSG00000203721,0.4441735933503836,0.994025131859419,5,,6
ENSG00000185252,0.44417359335038353,0.994025131859419,5,,6
ENSG00000005884,0.4441735933503836,0.994025131859419,5,,6
ENSG00000067715,0.44417359335038353,0.994025131859419,5,,6
ENSG00000233672,0.44417359335038353,0.994025131859419,5,,6
ENSG00000180938,0.44417359335038353,0.994025131859419,5,,6
ENSG00000181885,0.4441735933503836,0.994025131859419,5,,6
ENSG00000143674,0.44417359335038353,0.994025131859419,5,,6
ENSG00000121594,0.4441735933503836,0.994025131859419,5,,6
ENSG00000055118,0.4441735933503836,0.994025131859419,5,,6
ENSG00000084710,0.4441735933503836,0.994025131859419,5,,6
ENSG00000197632,0.44417359335038353,0.994025131859419,5,,6
ENSG00000134363,0.44417359335038353,0.994025131859419,5,,6
ENSG00000204625,0.44417359335038353,0.994025131859419,5,,6
ENSG00000182793,0.4441735933503836,0.994025131859419,5,,6
ENSG00000240057,0.4441735933503836,0.994025131859419,5,,6
ENSG00000067177,0.44417359335038353,0.994025131859419,5,,6
ENSG00000185483,0.4441735933503836,0.994025131859419,5,,6
ENSG00000254248,0.44417359335038353,0.994025131859419,5,,6
ENSG00000119888,0.4441735933503836,0.994025131859419,5,,6
ENSG00000204839,0.44417359335038353,0.994025131859419,5,,6
ENSG00000205209,0.44417359335038353,0.994025131859419,5,,6
ENSG00000173406,0.44417359335038353,0.994025131859419,5,,6
ENSG00000213088,0.4441735933503836,0.994025131859419,5,,6
ENSG00000175564,0.4441735933503836,0.994025131859419,5,,6
ENSG00000140009,0.44417359335038353,0.994025131859419,5,,6
ENSG00000136492,4.751953628765223,0.994026346237718,15,,16
ENSG00000138688,78.76099896480332,0.9940282395811683,113,,114
ENSG00000167768,1.8147455188616988,0.994069815530062,9,,10
ENSG00000036549,36.75800120772948,0.9940845434148825,61,,62
ENSG00000129493,8.847900536033352,0.9940879927802702,22,,23
ENSG00000069535,79.54090546744824,0.9941039424949647,114,,115
ENSG00000154310,129.67844202898553,0.9941529327008752,173,,174
ENSG00000139505,48.48675537524665,0.9941608607736454,76,,77
ENSG00000144827,26.846319596679248,0.9942101980964102,48,,49
ENSG00000171295,1.3979686938555518,0.9942753268096964,8,,9
ENSG00000198722,18.836282980304713,0.994287417336233,37,,38
ENSG00000152404,65.36986714975845,0.9942901987636815,97,,98
ENSG00000137804,57.23397601794342,0.9942919841614632,87,,88
ENSG00000256625,1.3966694537346716,0.9942936871618397,8,,9
ENSG00000066455,31.30812198067633,0.9942983663587609,54,,55
ENSG00000263370,1.3962848468731994,0.9942991147406687,8,,9
ENSG00000211897,18.12691167154422,0.9943027527682742,36,,37
ENSG00000198792,5.257699275362318,0.9943163420738457,16,,17
ENSG00000088808,2.2223534971644607,0.9943343846260551,10,,11
ENSG00000205189,1.7887029288702934,0.9943853791398678,9,,10
ENSG00000229127,1.7887029288702931,0.9943853791398678,9,,10
ENSG00000009694,1.3865269985974755,0.994435669383114,8,,9
ENSG00000101255,1.3865269985974753,0.994435669383114,8,,9
ENSG00000167700,1.3865269985974755,0.994435669383114,8,,9
ENSG00000214694,1.3865269985974755,0.994435669383114,8,,9
ENSG00000270112,1.3865269985974753,0.994435669383114,8,,9
ENSG00000196724,1.3865269985974753,0.994435669383114,8,,9
ENSG00000247572,1.3865269985974755,0.994435669383114,8,,9
ENSG00000004139,1.38629983556093,0.9944388221280952,8,,9
ENSG00000260136,0.702152763863844,0.9944444897341419,6,,7
ENSG00000214655,8.768978605935125,0.9944530804071217,22,,23
ENSG00000235109,0.701394585726005,0.9944609204777255,6,,7
ENSG00000251309,0.701394585726005,0.9944609204777255,6,,7
ENSG00000111110,0.7013945857260052,0.9944609204777255,6,,7
ENSG00000117595,0.7013945857260051,0.9944609204777255,6,,7
ENSG00000162817,0.701394585726005,0.9944609204777255,6,,7
ENSG00000148468,0.7013945857260051,0.9944609204777255,6,,7
ENSG00000079435,0.7013945857260051,0.9944609204777255,6,,7
ENSG00000177606,0.7013945857260052,0.9944609204777255,6,,7
ENSG00000105366,0.7013945857260051,0.9944609204777255,6,,7
ENSG00000174516,0.701394585726005,0.9944609204777255,6,,7
ENSG00000258561,0.7013945857260051,0.9944609204777255,6,,7
